"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","152","test","chromium","Sat Feb 15 07:50:32 UTC 2025","passed","Sat Feb 15 07:50:32 UTC 2025","","saucedemo.spec.ts","",""
